Power [kW]
8932.0
10300.0
9182.0
9586.0
9518.0
8878.0
10686.0
9338.0
10286.0
9224.0
10376.0
8724.0
9702.0
10592.0
9112.0
10484.0
9102.0
10528.0
9338.0
9974.0
9788.0
9094.0
10412.0
8820.0
10204.0
9520.0
9070.0
9130.0
9774.0
8880.0
10480.0
9044.0
10602.0
9092.0
10494.0
9352.0
10582.0
9260.0
10506.0
9260.0
9066.0
10726.0
9092.0
10444.0
9100.0
10274.0
9044.0
10032.0
9080.0
9172.0
9902.0
8824.0
10160.0
9108.0
10402.0
9224.0
9194.0
10692.0
9162.0
10632.0
9508.0
9258.0
10974.0
9230.0
10278.0
10050.0
9300.0
10824.0
9266.0
10532.0
9312.0
8930.0
10532.0
8966.0
10262.0
9166.0
10254.0
9250.0
9228.0
11262.0
9990.0
11878.0
10812.0
12138.0
10758.0
11080.0
11814.0
10404.0
11928.0
9838.0
11224.0
9410.0
10642.0
9368.0
10452.0
9198.0
9264.0
10104.0
8894.0
10408.0
8878.0
10308.0
9874.0
9856.0
11558.0
10684.0
10698.0
12404.0
10748.0
12242.0
10760.0
10978.0
11430.0
9916.0
11216.0
9728.0
10378.0
9212.0
10540.0
8888.0
10480.0
8852.0
10314.0
8810.0
10214.0
9036.0
10842.0
10148.0
10198.0
12398.0
10274.0
12672.0
10900.0
12584.0
10708.0
12402.0
10574.0
11666.0
10066.0
11006.0
9664.0
9472.0
10766.0
9208.0
10792.0
9076.0
10622.0
9098.0
10426.0
9418.0
10896.0
10048.0
11366.0
10390.0
11368.0
11254.0
10698.0
12418.0
10596.0
12354.0
10334.0
11628.0
9690.0
10912.0
9612.0
10634.0
9266.0
10306.0
9126.0
9610.0
9650.0
8926.0
10206.0
8938.0
10816.0
9630.0
11620.0
10238.0
12110.0
10702.0
12096.0
10908.0
12238.0
10720.0
11806.0
10224.0
10082.0
10538.0
9624.0
10194.0
9316.0
10060.0
8916.0
10374.0
8844.0
10208.0
8950.0
9248.0
10240.0
9208.0
10820.0
9502.0
10974.0
9482.0
10802.0
9550.0
10892.0
9622.0
10940.0
9638.0
10708.0
9578.0
9334.0
10842.0
9110.0
10664.0
8960.0
10592.0
9046.0
10364.0
9228.0
10356.0
9330.0
10556.0
9436.0
10732.0
9636.0
10380.0
10224.0
9434.0
10986.0
9424.0
11020.0
9620.0
11178.0
9506.0
10670.0
9620.0
10582.0
9356.0
10494.0
9228.0
9432.0
10144.0
9054.0
10606.0
9378.0
11378.0
10256.0
12622.0
11094.0
12622.0
11312.0
12406.0
11188.0
12486.0
10478.0
11922.0
9688.0
11064.0
10518.0
9236.0
10614.0
9368.0
10616.0
9138.0
10392.0
9012.0
10544.0
9054.0
10986.0
10036.0
11644.0
11990.0
11180.0
13478.0
11766.0
9606.0
13214.0
12130.0
13176.0
11024.0
10632.0
10108.0
12044.0
9972.0
9874.0
11538.0
9916.0
9616.0
9746.0
11302.0
9844.0
9592.0
9950.0
12620.0
10212.0
12522.0
11548.0
11268.0
11320.0
13614.0
11306.0
11208.0
13390.0
10530.0
10166.0
11368.0
9708.0
9530.0
10542.0
9720.0
10634.0
9138.0
9040.0
10624.0
9230.0
8946.0
11404.0
9854.0
12036.0
10976.0
11034.0
11244.0
13658.0
12286.0
12234.0
12202.0
11832.0
11352.0
11634.0
11870.0
10494.0
10044.0
9724.0
9528.0
11094.0
9646.0
9308.0
9388.0
9322.0
9470.0
11488.0
10626.0
10982.0
11416.0
11478.0
11522.0
13782.0
11954.0
11826.0
11420.0
11356.0
10892.0
12344.0
10570.0
10122.0
10060.0
9858.0
11326.0
9998.0
9666.0
9586.0
9472.0
9442.0
11246.0
9988.0
10038.0
10178.0
10146.0
12160.0
10706.0
10554.0
10506.0
10624.0
11058.0
11698.0
10846.0
10458.0
10222.0
10232.0
12010.0
10006.0
10098.0
9820.0
9538.0
9528.0
11174.0
9750.0
9600.0
9830.0
9924.0
11876.0
10588.0
10256.0
10276.0
10506.0
12486.0
11062.0
10666.0
10868.0
10786.0
10608.0
12454.0
10546.0
10968.0
10376.0
10216.0
10092.0
11694.0
10186.0
10206.0
9806.0
9896.0
10142.0
12350.0
11002.0
10920.0
10866.0
10956.0
11158.0
13050.0
11628.0
11122.0
11330.0
11302.0
11850.0
12324.0
11166.0
10876.0
10570.0
10356.0
11974.0
10350.0
9858.0
9858.0
10014.0
11722.0
10786.0
10934.0
11578.0
12332.0
12498.0
13012.0
14958.0
13192.0
12806.0
12780.0
12402.0
14424.0
12430.0
11650.0
11364.0
11170.0
12698.0
10924.0
10358.0
10264.0
10084.0
10042.0
11612.0
10454.0
10462.0
10688.0
11372.0
14142.0
12690.0
12556.0
12490.0
12688.0
14730.0
12828.0
12214.0
12350.0
12072.0
13742.0
11526.0
11600.0
10840.0
10426.0
12136.0
10536.0
10146.0
10086.0
10100.0
10266.0
12214.0
11178.0
11826.0
12134.0
12416.0
12512.0
14758.0
13058.0
12710.0
12590.0
12544.0
12344.0
13970.0
12010.0
11362.0
11164.0
10796.0
12342.0
10660.0
10188.0
10042.0
9868.0
10448.0
11284.0
10540.0
11128.0
11404.0
11784.0
12010.0
14482.0
12055.0
12435.0
12280.0
12426.0
12648.0
